CID	NID	Topic	Comment Created	Comment Body
3659	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/6/12 17:22	"One change that I've been asking for doesn't seem to have made it into Scratch 2 yet :) but I'll give it another go because I'm all about ease of use for little Scratchers :) When moving a sprite around on the stage to decide a starting or ending position it would be really, really nice if the goto x y and glide to x y blocks automatically updated to the sprites position when a Scratcher drags it around the screen. it would be sufficient to just update the values when the mouse button is released at the end of a drag operation. This saves having to double-click a sprite to get updated x/y co-ords and not requiring double-click skills which would (using Lightnin's phrase :) ) lower the floor for using Scratch as AFAIK nothing else requires it. regards Simon"
3660	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/6/12 18:10	"The ""fuzzy"" project saving/loading/editing is really not working for me. I don't mind the project being auto-saved but I'm really struggling to work out how to re-open and make changes to an existing project - I just can't work out how to do it! :( Simon"
3661	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/7/12 4:25	Opening/Saving Ok - been playing/ thinking a bit more - would other primary (
3669	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/8/12 9:19	Me neither (see my cxomments below). Would be happy about any help!
3670	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/8/12 10:57	"1. Maybe it is just me, but sprites seem to move faster in 2.0. For a game, I used a loop with ""move 2 steps"" and ""wait 0.01 sec"". In 1.4 it takes the sprite about 6 seconds to move across the playing area but only 4 seconds in 2.0. Did anyone else experience this?? 2. I really like the ability to make the scripts larger and smaller, but how about the blocks themselves? It's not as critical but it would be nice. 3. In 1.4 it was possible to save scripts as images. This is essential because we use it to create learning materials by creating projects and then documenting them in various ways in an external document. Moti"
3671	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/8/12 11:22	"Hi again, There also seems to be a change in the positioning of ""say"" and ""think"" blocks relative to the sprites. I (think I) shared a project ""Worm arithmetic"" which is a game for learning arithmetic. The ""answers"" are no longer positioned very close to the ""worms"" making it hard to decipher which answer is associated with which worm. Moti"
3672	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/9/12 2:33	"Super weird: I have a project from 1.4 that works perfectly OK in 2.0 as long as I run it in full-screen but doesn't work from the small pane. It is an implementation of parity-checking from ""Computer Science Unplugged"". I shared it and you can download it from: http://code.google.com/p/scratch-unplugged/. When run in the small pane, the random number generator isn't random anymore (!) and the computations of coordinates are occasionally wrong. Moti"
3673	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/9/12 10:07	"Hi Moti, this (ans also the speed issue) have less to do with Scratch 2.0 than with the flash player that is in use on the regular Scratch website already now, and for quite some time now. I never saw this small pane bug above, though, that's really weird."
3674	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/9/12 12:07	"Thanks for all of the great feedback, everyone! For specific questions, you might want to also check out the Scratch 2.0 forums. I find the Search feature particularly useful for finding relevant content."
3675	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/9/12 14:45	"Hi Bernd, Thanks for the clarification, but since I'm just a ""user"" of Scratch, the distinction isn't really relevant. I just looked at the stats and there are close to 3M projects (!), so backward compatibility is critical. Moti"
3676	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/9/12 14:50	"Concerning my post from yesterday about saving scripts, this also goes for what was called ""save picture of stage"". I used one project to generate a stage (for a Karel robot) and then saved it for use in another project. Aside from the issues I raised, Scratch 2 works great. Next week, I'll try a big test: converting a BYOB project that defined a lot of blocks to Scratch 2. (See http://code.google.com/p/scratch-robotics/ if you're interested.) I'll post a report on how it went. Moti"
3679	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/11/12 1:51	"Hi Karen, I'm not sure I understand this post: 1. Are you closing this discussion and asking us to use the ""regular"" Scratch 2.0 forum instead? 2. Will the developers be looking at the bugs I reported here or do you want me to copy them over to the ""Bugs and Glitches"" forum? Thanks in advance for clarifying this! Moti"
3680	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/11/12 5:59	"I rewrote a BYOB project for Scratch 2 and it works: http://alpha.scratch.mit.edu/projects/10006178 Issues that arose during the conversion: 1. As far as I could see, Scratch does not support ""folding"" or ""hiding"" the code for new blocks. We have middle-school kids writing projects with dozens of scripts per sprite, some of them very long. It is often impossible to read and understand them and I dread to think what would happen if someone tried to maintain such a project after it wins a prize on Scratch Day. I was hoping that Scratch 2 would use ""Make block"" as a way of supporting the structuring of programs. PLEASE, please do something! 2. BYOB supports creating functions returning boolean <...> or number (...). Very nice to have but not essential. 3. BYOB supports remote call of a ""procedure"" in another sprite. There is an easy workaround by broadcasting a message and calling the block when it is received so I don't see this as necessary. 4. Something didn't look right and I tracked it down as resulting for my changing the center of rotation of a sprite. I guess that this is to be implemented in the future. I'm looking forward to the release! Moti"
3681	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/11/12 7:21	"No, I'm not closing this discussion -- you're welcome to use either space. Scratch Team members will be looking at both spaces."
3682	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/11/12 12:00	"I strongly agree concerning true/false blocks. We need this to use custom blocks that have a boolean parameter. Best, Bernd."
3683	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/12/12 9:57	"Thanks for the comments and suggestions. 1.We  have planned to have ""make a block"" definitions be expandable/collapsible, but it hasn't made it to the top of the priorities yet. I'm thinking in a future update (maybe after the 2.0 release). 2.Functions returning booleans are not planned in order to keep things simpler. 3. Good. 4. The current plan for center of rotation is that it will be the center of the paint editor, though that may still change to an adjustable center. To find out or comment on the latest Scratch 2.0 updates and features, you can visit:  http://alpha.scratch.mit.edu/forums/1/"
3684	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/13/12 20:57	"I'm confirming that the Scratch design team is reading and appreciates all your comments here! The Scratch 2.0 forums is a good way to follow the latest updates and discussions among all the testers and design team, including using the Search feature, as Karen mentioned."
3685	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/12/12 10:09	"Hi Moti, Do you mind posting the URL for the Scratch program itself? If you post it in the Scratch 2.0 forums Bugs and Glitches it will have more eyes figuring out the issues. If you'd rather post here that's okay to. Natalie"
3686	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/12/12 10:16	Zooming in on the whole screen is planned soon. Save scripts as images is also planned but probably after the 2.0 release. Speed issues could be helpful to share in the alpha discussion forums. Adding a link to the game could helpful.
3687	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/12/12 10:17	"Good idea! This is now on the list, though it may be after the 2.0 release."
3688	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/12/12 10:19	"Thanks, Bernd! The translation code is still being worked out so what you see there is placeholders. Thank you very much for offering help with translation-- translators will be contacted soon by the translation code. Changes are still being made in the blocks, and won't stablize until the beta version in early January."
3689	14768	Questions and Suggestions for the Scratch 2.0 Alpha	11/12/12 10:24	This version does depend on Flash so will work on older Android but not iPhone/iPad or any Android that doesn't have Flash support. Work is starting on a future HTML5 /tablet version that will work on iPads etc.
